fips,state,county,pop_in_later_year,pop_ref_later_year,pop_f,pop_m,pop_in_2000,median_age,median_age_f,median_age_m,median_house_income_2017,median_house_income_ref_val,median_house_income_ref_yr,median_house_value_2017,median_house_value_2000,avg_household_size,mar_coup_w_children,cost_of_living_usd,cost_of_living_yr,poverty_pct,adult_obes_rate,presch_obes_rate,commute_minutes,pop_per_sq_mi,pop_percent_urban,unemploy_rate,unemploy_date,rent_1br_usd,rent_2br_usd,rent_3br_usd,avg_farm_size,avg_farm_sales_usd,pct_farms_fam_op,avg_farm_mach_val_usd,birth_per_1000_int1,births_from_yr_int1,births_from_yr_int2,birth_per_1000_int2,births_to_yr_int1,births_to_yr_int2,pop_foreign_born,land_area_km2,land_area_mi2,water_area_km2,water_area_mi2,total_area_km2,total_area_mi2,latitude,longitude
1001,AL,Autauga,55308,2017,28306,27002,43671,38,39.2,37.1,57282,42013,1999,152959,82500,2,9073,86.5,2019,12.9,30,12.4,26.5,93,58,3.4,2015,532,599,794,318,49871,92.23,67378,15.1,1990,2000,13.6,1999,2006,1170,1539.582,594.436,25.776,9.952,1565.358,604.388,32.536382,-86.64449
1003,AL,Baldwin,212628,2017,107930,104698,140415,42.6,44.3,40.5,55342,40250,1999,199800,105300,2,33189,86.9,2019,9.4,24.5,10.8,25.9,133,58,3.5,2015,521,619,821,171,80697,90.87,65796,13.2,1990,2000,12.6,1999,2006,10881,4117.522,1589.784,1133.19,437.527,5250.712,2027.311,30.659218,-87.746067
1005,AL,Barbour,26330,2017,12301,14029,29038,39.9,43.3,38.2,34553,25101,1999,95519,57200,2,2022,82.2,2019,25.6,36.4,20.8,23.1,30,32,4.6,2015,364,437,541,359,114056,91.15,64643,13.8,1990,2000,13,1999,2006,701,2291.819,884.876,50.865,19.639,2342.684,904.515,31.87067,-85.405456
1007,AL,Bibb,22691,2017,10393,12298,20826,40,43.6,37,44946,31420,1999,112847,57400,2,2680,82.7,2019,14.3,31.7,15.4,31.6,36,32,3.9,2015,521,581,737,240,8907,98.4,34839,14.7,1990,2000,12.8,1999,2006,232,1612.481,622.582,9.289,3.587,1621.77,626.169,33.015893,-87.127148
1009,AL,Blount,57952,2017,29352,28600,51024,41.1,42.6,40.1,49096,35241,1999,130711,76900,2,8418,82.6,2019,14.7,31.5,19.9,34.7,90,10,3.4,2015,521,581,737,115,91532,95.59,37480,13.4,1990,2000,12.6,1999,2006,2638,1669.962,644.776,15.157,5.852,1685.119,650.628,33.977448,-86.567246
1011,AL,Bullock,10529,2017,4892,5637,11714,41,42.7,38.3,30708,20605,1999,71452,54000,2,381,81.9,2019,26.7,37.3,15.6,26,17,49,4,2015,365,447,536,536,105292,89.01,57499,15.3,1990,2000,14.7,1999,2006,193,1613.057,622.805,6.057,2.338,1619.113,625.143,32.101759,-85.717261
1013,AL,Butler,20225,2017,10773,9452,21399,40.9,42.1,39.8,37616,24791,1999,94984,48600,2,1957,82,2019,22.9,35.5,7.7,26.3,26,29,4.4,2015,365,447,536,196,135529,96.71,38514,13.5,1990,2000,13.4,1999,2006,212,2011.977,776.829,2.727,1.053,2014.704,777.882,31.751667,-86.681969
1015,AL,Calhoun,114728,2017,59389,55339,112249,39.4,40.7,37.8,46763,31768,1999,117700,65700,2,13046,81.9,2019,17.7,33.2,15.1,23.4,189,66,4.4,2015,382,474,626,111,63975,94.95,33520,14.2,1990,2000,13.4,1999,2006,3373,1569.19,605.868,16.624,6.419,1585.814,612.287,33.771706,-85.822513
1017,AL,Chambers,34062,2017,17680,16382,36583,43.2,44.3,41.3,38668,29667,1999,92417,56700,2,3093,81.3,2019,17.7,35.7,7,22,57,51,3.8,2015,392,435,590,303,18293,92.81,27990,14.3,1990,2000,12.1,1999,2006,443,1545.009,596.531,17.048,6.582,1562.057,603.113,32.917943,-85.391812
1019,AL,Cherokee,25982,2017,13071,12911,23988,46.3,46.7,45.8,41463,30874,1999,124400,63500,2,3178,82.6,2019,15.2,30.7,14.3,30,47,14,3.6,2015,381,458,545,222,62124,92.31,51735,11.6,1990,2000,11.1,1999,2006,174,1434.076,553.7,119.859,46.278,1553.935,599.978,34.069515,-85.654242
1021,AL,Chilton,44021,2017,22384,21637,39593,39.1,39.9,38.3,45046,32588,1999,105467,70500,2,6107,82.3,2019,18.2,33.9,14.2,33.2,63,13,3.4,2015,413,459,577,147,19651,95.65,34426,13.5,1990,2000,13.4,1999,2006,2233,1794.484,692.854,20.586,7.948,1815.07,700.802,32.85406,-86.726628
1023,AL,Choctaw,13253,2017,6952,6301,15922,46,47.8,44.6,33263,24749,1999,73805,46800,2,1324,81.3,2019,21,36.1,5.6,37.8,15,0,5.3,2015,381,435,552,226,24874,98.77,33045,14.1,1990,2000,12.3,1999,2006,50,2365.955,913.5,19.059,7.359,2385.014,920.859,31.991008,-88.248887
1025,AL,Clarke,24746,2017,13053,11693,27867,42.4,42.9,41,35028,27388,1999,100012,53000,2,3134,82.2,2019,23.8,35.1,18.3,26.2,20,24,6.5,2015,391,435,521,201,6469,96.48,25579,16.6,1990,2000,13.3,1999,2006,106,3207.609,1238.465,36.543,14.109,3244.152,1252.574,31.685521,-87.818624
1027,AL,Clay,13473,2017,6978,6495,14254,44,44,44.2,38611,27885,1999,95519,58000,2,1547,81.4,2019,18,31.6,14.1,26.6,22,0,3.8,2015,363,435,538,198,53401,96.72,35182,12.9,1990,2000,11.3,1999,2006,262,1564.252,603.961,5.285,2.04,1569.537,606.001,33.267809,-85.862051
1029,AL,Cleburne,15012,2017,7617,7395,14123,41.9,43.3,41.1,38724,30820,1999,119586,62100,2,2396,82.5,2019,17.9,29.3,10.2,30.3,27,0,4.2,2015,366,439,538,136,159449,96.01,38841,12.9,1990,2000,12.1,1999,2006,246,1450.653,560.1,2.366,0.913,1453.018,561.013,33.671981,-85.516109
1031,AL,Coffee,51325,2017,26003,25322,43615,39.5,40.4,38.6,51590,33664,1999,158093,70200,2,6529,83.4,2019,15.2,32.5,16.6,21.4,76,53,3.8,2015,397,450,616,231,156919,92.86,61834,13.8,1990,2000,12.7,1999,2006,1905,1758.529,678.972,3.945,1.523,1762.474,680.495,31.402183,-85.989201
1033,AL,Colbert,54704,2017,28460,26244,54984,42.7,44.4,41.4,47092,31954,1999,116056,68200,2,6715,82.2,2019,15.8,35.7,14.7,23.8,92,56,4.6,2015,400,486,620,226,59251,95.38,52054,12.9,1990,2000,11.3,1999,2006,965,1534.877,592.619,76.431,29.51,1611.308,622.129,34.703112,-87.801457
1035,AL,Conecuh,12711,2017,6648,6063,14089,44.7,45.3,43.2,31515,22111,1999,81400,48700,2,1230,82,2019,24.8,32.6,18.9,26.2,15,19,5,2015,381,435,552,222,14069,94.85,27257,14.8,1990,2000,12.4,1999,2006,103,2201.895,850.156,6.645,2.566,2208.54,852.722,31.428293,-86.992029
1037,AL,Coosa,11009,2017,5514,5495,12202,46.1,45.8,46.4,36028,29873,1999,93380,53300,2,987,81.9,2019,13.5,34.5,8.6,27.7,17,0,3.9,2015,391,435,589,173,6465,96.93,31669,11.7,1990,2000,9.9,1999,2006,64,1685.891,650.926,39.947,15.423,1725.838,666.349,32.931445,-86.243482
1039,AL,Covington,37704,2017,19502,18202,37631,43.6,45.3,41.9,40869,26336,1999,102900,52900,2,4752,82,2019,16.6,31.6,5.7,23.6,36,30,4.3,2015,363,435,593,199,66644,94.18,45680,12.8,1990,2000,12.3,1999,2006,302,2668.87,1030.456,34.526,13.331,2703.396,1043.787,31.243987,-86.448721
1041,AL,Crenshaw,13934,2017,7123,6811,13665,41.6,43.8,40.4,40320,26054,1999,82149,48200,2,1588,81.1,2019,16.5,34.6,18.7,31.8,23,0,3.8,2015,365,447,536,229,130084,95.61,40279,12.9,1990,2000,12.5,1999,2006,289,1576.888,608.84,5.376,2.076,1582.264,610.916,31.732826,-86.319222
1043,AL,Cullman,82755,2017,41783,40972,77483,41.5,43.2,40.4,45044,32256,1999,123700,78800,2,11295,82.7,2019,13.1,29.4,16.7,28.2,112,27,3.4,2015,390,457,615,101,146658,96.13,44425,12.7,1990,2000,12.4,1999,2006,2010,1903.228,734.841,52.267,20.18,1955.495,755.021,34.131923,-86.869267
1045,AL,Dale,49637,2017,25019,24618,49129,37.3,39.7,35.4,46299,31998,1999,115522,62800,2,6607,82.5,2019,18.4,33.1,11.1,20.7,88,49,4.1,2015,388,435,628,304,97090,92.37,52422,15.9,1990,2000,15.6,1999,2006,1422,1453.371,561.15,4.016,1.551,1457.388,562.701,31.430654,-85.609476
1047,AL,Dallas,40956,2017,22075,18881,46365,39.5,40.5,37.3,31133,23370,1999,86427,57100,2,2746,81.2,2019,30,41.2,8.9,23.6,42,54,6.3,2015,402,446,562,481,52622,90.2,73214,17.4,1990,2000,15.8,1999,2006,591,2534.807,978.695,39.135,15.11,2573.942,993.805,32.33354,-87.114356
1049,AL,DeKalb,71617,2017,37015,34602,64452,38.7,38.7,38.7,39373,30137,1999,114500,61700,2,9726,82.4,2019,20.6,31.7,20.7,23.9,92,10,3.8,2015,345,435,579,109,123254,96.28,38531,13.7,1990,2000,14.5,1999,2006,5916,2012.662,777.093,4.124,1.592,2016.786,778.685,34.460929,-85.803992
1051,AL,Elmore,81677,2017,42042,39635,65874,38.8,40.3,38.3,60558,41243,1999,158500,88300,2,12758,84,2019,11.5,28.5,9.3,28.7,131,46,3.3,2015,532,599,794,165,18957,92.89,39635,14.9,1990,2000,13.7,1999,2006,1781,1601.868,618.485,99.863,38.557,1701.73,657.042,32.597229,-86.142739
1053,AL,Escambia,37806,2017,18406,19400,38440,39.8,41.4,38.5,36270,28319,1999,101081,56700,2,3931,82.3,2019,22.4,35.2,12.1,25.5,40,36,4.3,2015,366,435,542,213,21021,95.05,51667,13.5,1990,2000,13.2,1999,2006,299,2447.747,945.08,20.873,8.059,2468.62,953.139,31.121748,-87.168429
1055,AL,Etowah,102755,2017,53525,49230,103459,41.2,42.7,40.5,41576,31170,1999,115200,66500,2,11546,82.2,2019,18.2,32.5,20.2,24.5,192,63,4.1,2015,398,484,620,93,49003,96.2,31743,12.9,1990,2000,12.4,1999,2006,2410,1385.619,534.991,35.323,13.638,1420.942,548.629,34.047638,-86.03442
1057,AL,Fayette,16739,2017,8517,8222,18495,43.8,45.3,41.7,37839,28539,1999,88994,56100,2,2196,81.5,2019,17,33,9,28.5,27,20,3.9,2015,331,435,634,206,33250,95.34,38338,12.3,1990,2000,10.7,1999,2006,114,1625.632,627.66,4.393,1.696,1630.024,629.356,33.732249,-87.752049
1059,AL,Franklin,31662,2017,15784,15878,31223,37.9,40.9,35.6,40904,27177,1999,93701,60700,2,3926,81.8,2019,21.6,29.8,20.7,24.4,50,30,3.6,2015,367,435,586,157,115601,94.62,28613,13.6,1990,2000,14.4,1999,2006,3069,1641.588,633.821,32.898,12.702,1674.486,646.523,34.441988,-87.842815
1061,AL,Geneva,26703,2017,13645,13058,25764,42.9,44.1,42,40688,26448,1999,93915,52400,2,2972,81.8,2019,21.1,32.3,14.4,27.2,46,10,3.7,2015,396,449,574,228,103092,92.18,48930,12.5,1990,2000,11.8,1999,2006,391,1487.71,574.408,11.765,4.543,1499.476,578.951,31.090866,-85.824346
1063,AL,Greene,8575,2017,4502,4073,9974,42.2,45.9,36.7,21698,19819,1999,72415,42600,2,366,82.7,2019,36.5,43.5,18.2,28.8,13,0,6,2015,452,586,753,367,56473,89.68,60518,17.2,1990,2000,13.9,1999,2006,3,1676.007,647.11,33.231,12.831,1709.238,659.941,32.844497,-87.964201
1065,AL,Hale,15069,2017,7993,7076,17185,40,42.4,38.4,35911,25807,1999,94984,50500,2,1200,81.6,2019,24.5,38.6,7.5,29,23,11,4.6,2015,452,586,753,371,102465,87.99,76519,16.3,1990,2000,12.4,1999,2006,167,1667.804,643.943,32.526,12.558,1700.33,656.501,32.752796,-87.623061
1067,AL,Henry,17194,2017,8955,8239,16310,43.7,45.7,41.9,47187,30353,1999,120442,57900,2,2196,82.2,2019,12.9,33.3,15.9,25.5,31,12,4.6,2015,392,435,520,436,75617,88.73,79339,13.2,1990,2000,12.2,1999,2006,220,1454.926,561.75,16.987,6.559,1471.913,568.309,31.516978,-85.239971
1069,AL,Houston,104346,2017,54221,50125,88787,39.9,41.6,37.6,44529,34431,1999,138800,74500,2,12677,82.1,2019,16.7,33,18.9,20,180,66,3.8,2015,396,449,574,269,56553,92.29,66914,14.5,1990,2000,14.2,1999,2006,1948,1501.738,579.824,4.74,1.83,1506.478,581.654,31.158193,-85.296398
1071,AL,Jackson,52584,2017,26773,25811,53926,43.2,44.6,41.7,40676,32020,1999,112313,62400,2,6597,82.4,2019,17.8,30.8,11,27,49,23,4.3,2015,392,435,554,167,51141,94.33,34858,13.1,1990,2000,11.8,1999,2006,1012,2791.665,1077.868,126.657,48.903,2918.322,1126.771,34.763522,-85.9774
1073,AL,Jefferson,659197,2017,347993,311204,662047,37.6,38.8,36.1,50709,36868,1999,160200,88100,2,73716,88.9,2019,16.8,31.1,12,24.3,592,90,3.6,2015,521,581,737,91,31182,95.25,27980,14.5,1990,2000,14,1999,2006,27260,2878.192,1111.276,32.474,12.538,2910.667,1123.814,33.553444,-86.896536
1075,AL,Lamar,14090,2017,7189,6901,15904,44.7,46,44.5,37295,28059,1999,76480,49400,2,1813,80.5,2019,21.7,29.8,16.5,23.9,23,0,3.8,2015,361,435,581,187,11073,97.41,28035,12,1990,2000,11.7,1999,2006,88,1566.545,604.846,1.601,0.618,1568.145,605.464,33.787085,-88.087431
1077,AL,Lauderdale,92538,2017,49091,43447,87966,40.9,41.9,40.3,45352,33354,1999,144800,80900,2,11495,83,2019,12.6,30.1,15.1,23.7,138,51,3.9,2015,400,486,620,140,18943,93.87,31918,12.6,1990,2000,11.1,1999,2006,1385,1729.328,667.697,138.027,53.293,1867.355,720.99,34.904122,-87.650997
1079,AL,Lawrence,33452,2017,17226,16226,34803,42.2,43,40.9,45334,31549,1999,105574,64700,2,4578,81.5,2019,15.6,32.1,14,27,48,9,3.9,2015,424,488,638,147,56053,94.74,39575,13.6,1990,2000,11.8,1999,2006,220,1788.847,690.678,68.688,26.521,1857.535,717.199,34.529776,-87.321865
1081,AL,Lee,161604,2017,83019,78585,115092,31.8,33,30.8,52943,30952,1999,160700,85500,2,19701,85,2019,19.5,30.2,9.2,20.6,265,73,3.6,2015,407,525,691,220,86130,92.26,39870,13.8,1990,2000,12.2,1999,2006,9285,1573.511,607.536,21.53,8.313,1595.041,615.849,32.604064,-85.353048
1083,AL,Limestone,94402,2017,46491,47911,65676,39.2,41.2,37.7,55817,37405,1999,158500,80700,2,15195,82.5,2019,12.1,27.7,23.1,26.4,166,42,3.4,2015,456,538,737,183,42338,91.34,53466,13.7,1990,2000,12.7,1999,2006,2194,1450.228,559.936,122.382,47.252,1572.61,607.188,34.810239,-86.9814
1085,AL,Lowndes,10413,2017,5499,4914,13473,40.9,42.8,39.3,30843,23050,1999,67388,46700,2,541,81.8,2019,28.4,40.3,10.9,36.3,15,0,6.7,2015,532,599,794,468,98861,92.38,55333,17.3,1990,2000,14.7,1999,2006,34,1854.2,715.911,23.724,9.16,1877.923,725.071,32.147888,-86.650586
1087,AL,Macon,19453,2017,10486,8967,24105,38.2,39.8,36.2,33455,21180,1999,82470,61100,2,984,82.1,2019,24.3,40.2,17.3,25.4,32,44,5.4,2015,349,450,600,351,25573,93.21,42247,15.2,1990,2000,11,1999,2006,232,1577.005,608.885,11.194,4.322,1588.199,613.207,32.387027,-85.692887
1089,AL,Madison,361046,2017,184316,176730,276700,38.7,40.1,37,62312,44704,1999,182400,98300,2,50262,84.4,2019,13.4,30.9,14.1,20.9,449,84,3.3,2015,456,538,737,178,33693,93.64,43477,15.1,1990,2000,12.8,1999,2006,20988,2076.117,801.593,28.771,11.109,2104.888,812.702,34.764238,-86.55108
1091,AL,Marengo,19840,2017,10570,9270,22539,42.3,43.4,40.1,33400,27025,1999,94236,53800,2,1892,82.2,2019,24.1,37,9.7,25.5,20,31,4.4,2015,384,435,563,372,28725,88.78,39545,16,1990,2000,13.6,1999,2006,89,2530.112,976.882,14.995,5.789,2545.107,982.671,32.247591,-87.791091
1093,AL,Marion,30206,2017,15269,14937,31214,44.3,45.5,42.6,36987,27475,1999,93273,55900,2,3875,81.6,2019,16.5,29.3,28.1,23.6,41,11,4.3,2015,330,435,553,158,59085,96.69,41764,11.6,1990,2000,11.8,1999,2006,491,1922.527,742.292,3.313,1.279,1925.84,743.571,34.138219,-87.881551
1095,AL,Marshall,95548,2017,49351,46197,82231,38.1,40.2,36.5,41476,32167,1999,121600,76200,2,15189,82.6,2019,21.9,27.4,17.3,24.2,168,47,3.2,2015,412,465,628,95,110464,95.73,34643,14.5,1990,2000,16,1999,2006,7016,1465.523,565.842,148.503,57.337,1614.026,623.179,34.309564,-86.321668
1097,AL,Mobile,413955,2017,217528,196427,399843,38.2,39.2,36.9,46023,33710,1999,131200,76600,2,47772,85,2019,19.6,29.9,10.9,25.2,336,80,4.5,2015,502,567,743,136,101446,86.62,43995,16.4,1990,2000,14.9,1999,2006,12987,3184.223,1229.435,1073.751,414.577,4257.974,1644.012,30.684573,-88.196568
1099,AL,Monroe,21852,2017,11458,10394,24324,41.9,43.6,39.7,26960,29093,1999,94129,51900,2,2218,82.7,2019,31.7,36.2,6.9,23.3,21,21,5.9,2015,392,435,602,271,22879,88.94,63740,16.4,1990,2000,12.9,1999,2006,116,2656.485,1025.675,22.643,8.743,2679.128,1034.418,31.580332,-87.383266
1101,AL,Montgomery,226646,2017,119986,106660,223510,36.6,38.2,34.8,45724,35962,1999,128200,84900,2,20066,86.1,2019,21.6,33,12,20.2,287,90,3.8,2015,532,599,794,303,51004,92.89,38116,16.3,1990,2000,15.2,1999,2006,11447,2031.191,784.247,40.571,15.665,2071.762,799.912,32.203651,-86.203831
1103,AL,Morgan,118818,2017,58928,59890,111064,39.9,41.9,37.6,48563,37803,1999,143000,82800,2,15989,82.7,2019,15.3,35,20.3,23.3,204,61,3.3,2015,424,488,638,114,60717,95.34,27426,14,1990,2000,13.4,1999,2006,5116,1500.476,579.337,51.065,19.716,1551.541,599.053,34.454484,-86.846402
1105,AL,Perry,9727,2017,5080,4647,11861,37.8,41.2,35.4,23789,20200,1999,73912,39200,2,423,82.3,2019,39.4,40.2,5.4,33.7,14,0,5.7,2015,384,435,563,439,47531,91.22,40944,16.6,1990,2000,15.7,1999,2006,60,1863.92,719.664,10.919,4.216,1874.839,723.88,32.639005,-87.293827
1107,AL,Pickens,20269,2017,10632,9637,20949,42.3,44.3,40.6,37506,26254,1999,98193,57400,2,1942,81.2,2019,21.5,35.3,10.2,30,23,0,4.3,2015,361,435,581,289,149922,94.32,45105,14.2,1990,2000,12.8,1999,2006,550,2282.837,881.408,22.578,8.717,2305.415,890.125,33.296809,-88.096878
1109,AL,Pike,33451,2017,17493,15958,29605,31.6,33,29,36951,25551,1999,116805,58200,2,3199,83.1,2019,24.7,36.7,14.4,22,50,48,4,2015,373,435,559,306,107100,91.99,49582,14.8,1990,2000,13.8,1999,2006,1135,1740.716,672.094,2.363,0.912,1743.078,673.006,31.798726,-85.941997
1111,AL,Randolph,22641,2017,11601,11040,22380,42.9,44.4,41.3,40887,28675,1999,91134,59900,2,2772,81.7,2019,17.5,31.7,13.6,31.2,39,19,3.9,2015,363,435,538,180,85771,94.75,39709,13.9,1990,2000,12.3,1999,2006,351,1503.617,580.55,9.285,3.585,1512.902,584.135,33.296475,-85.464068
1113,AL,Russell,58769,2017,30236,28533,49756,35.5,37.6,34,40373,27492,1999,122688,66100,2,6984,84.8,2019,19.7,34.8,11.2,24.6,92,65,3.6,2015,479,548,729,430,34170,92.24,35899,14.5,1990,2000,13.9,1999,2006,1821,1660.546,641.14,15.673,6.052,1676.219,647.192,32.289811,-85.18698
1115,AL,St._Clair,88199,2017,44279,43920,64742,40.7,42.1,39.2,50934,37285,1999,145300,81200,2,12514,83.1,2019,15.1,33.9,9.2,32.3,139,27,3.4,2015,521,581,737,124,70144,93.4,40003,13.7,1990,2000,12.8,1999,2006,634,1636.619,631.902,56.3,21.738,1692.919,653.64,33.712963,-86.315663
1117,AL,Shelby,213605,2017,109338,104267,143293,39.3,40.3,38.2,73031,55440,1999,207300,136200,2,37931,89,2019,7.4,28.1,17.2,28.6,269,77,2.8,2015,521,581,737,132,26937,91.77,32621,15.9,1990,2000,15.4,1999,2006,10820,2032.96,784.93,63.701,24.595,2096.661,809.525,33.262937,-86.678104
1119,AL,Sumter,13148,2017,7092,6056,14798,36.1,38.4,34.8,22432,18911,1999,74340,40700,2,822,82.7,2019,33.8,40,15.2,28,15,0,5.5,2015,372,435,581,399,29451,88.49,31530,16.2,1990,2000,12.6,1999,2006,290,2341.057,903.887,24.436,9.435,2365.494,913.322,32.597481,-88.200057
1121,AL,Talladega,80065,2017,41032,39033,80321,40.3,42.5,38.6,39731,31628,1999,103200,62000,2,7450,81.8,2019,17.9,32.8,6.9,25.1,108,44,4,2015,369,442,596,187,45719,91.95,50981,14.1,1990,2000,12.9,1999,2006,1455,1908.24,736.775,60.944,23.531,1969.184,760.306,33.369277,-86.175805
1123,AL,Tallapoosa,40957,2017,21266,19691,41475,43.5,45,42.6,43679,30745,1999,114452,65000,2,4171,82.3,2019,20,33,15,25.1,57,26,4.1,2015,356,436,615,207,13747,98.14,32071,14.7,1990,2000,12,1999,2006,555,1855.78,716.521,128.809,49.733,1984.589,766.254,32.863369,-85.799553
1125,AL,Tuscaloosa,207811,2017,106937,100874,164875,32.6,34.4,31.4,52313,34436,1999,167400,95400,2,25374,87.2,2019,15.5,32.2,10.8,21.2,157,74,3.4,2015,452,586,753,188,37501,91.77,41327,13.8,1990,2000,13.4,1999,2006,6401,3423.329,1321.755,76.396,29.497,3499.725,1351.252,33.290202,-87.52286
1127,AL,Walker,64058,2017,33212,30846,70713,43.2,44.2,40.6,41973,29076,1999,104100,55600,2,7509,81.8,2019,16.9,32.4,16.5,33.2,81,26,4.1,2015,373,447,558,138,93742,96.5,24863,13.3,1990,2000,12.7,1999,2006,1044,2049.177,791.192,36.264,14.002,2085.441,805.194,33.791571,-87.301092
1129,AL,Washington,16828,2017,8455,8373,18097,43.7,46.6,39.9,43683,30815,1999,89743,51800,2,2004,81.9,2019,20.7,34.6,12.7,34.6,16,0,5.6,2015,381,435,552,187,54513,95.96,46202,15.4,1990,2000,12.2,1999,2006,263,2797.722,1080.207,21.651,8.359,2819.373,1088.566,31.406974,-88.202078
1131,AL,Wilcox,10972,2017,5857,5115,13183,40.7,42,39.8,27971,16646,1999,87283,39500,2,717,82.2,2019,30,39.4,15.6,31.3,12,0,8.4,2015,381,435,552,523,16480,90.52,43556,17.2,1990,2000,16,1999,2006,8,2301.2,888.498,48.985,18.913,2350.185,907.411,31.99033,-87.302205
1133,AL,Winston,24086,2017,12191,11895,24843,44.8,46,44.1,36618,28435,1999,88674,53200,2,3026,81.6,2019,17.6,28.3,9.1,26.4,39,15,4.1,2015,331,435,521,102,93729,96.31,33579,12.4,1990,2000,11.6,1999,2006,327,1587.608,612.979,48.923,18.889,1636.531,631.868,34.155888,-87.364147
2013,AK,Aleutians_East_Borough,3312,2016,1165,2147,2697,43.9,46.1,43.3,64807,47875,1999,196378,98800,,216,104.1,2019,17,28.2,,6.3,0,0,2.2,2015,765,970,1199,,,,,5.6,1990,2000,7.3,1999,2006,1413,18083.149,6981.943,20792.209,8027.917,38875.358,15009.86,55.243722,-161.950749
2016,AK,Aleutians_West,5736,2016,2155,3581,5465,38.6,36.5,39.3,85488,61406,1999,190216,95700,,586,104.4,2019,8.4,28.9,,11.3,1,0,2.9,2015,765,970,1199,,,,,4.6,1990,2000,7.5,1999,2006,2217,11370.763,4390.276,25190.644,9726.162,36561.406,14116.438,51.959447,-178.338813
2020,AK,Anchorage,294356,2017,144970,149386,260283,34,35,33.1,79166,55546,1999,320000,152300,,48229,102.1,2019,9.9,25.9,,19.5,173,96,,,734,921,1326,187,109608,84.86,63949,18.3,1990,2000,15.9,1999,2006,34812,4415.109,1704.683,663.861,256.318,5078.97,1961.001,61.177549,-149.274354
2050,AK,Bethel,17956,2016,8587,9369,16006,27.5,27.2,27.8,52391,35701,1999,153842,77400,,3305,105.1,2019,29.1,34.4,,8.6,0,26,13.8,2015,966,1172,1402,,,,,28.2,1990,2000,25.4,1999,2006,339,105075.823,40570.003,12779.524,4934.202,117855.346,45504.205,60.928916,-160.15335
2060,AK,Bristol Bay,945,2016,409,536,1258,41.8,41.2,42.5,86507,52167,1999,270715,136200,,141,105.3,2019,7.9,34.2,,10,2,0,15,2015,765,970,1199,,,,,15.8,1990,2000,12.6,1999,2006,24,1304.947,503.843,993.83,383.72,2298.777,887.563,58.731373,-156.986612
2068,AK,Denali,2133,2016,990,1143,1893,38.3,37.8,39.5,79922,53654,1999,215260,108300,,335,104,2019,12.3,28.4,,16.2,0,0,18.4,2015,702,876,1230,,,,,0,1990,2000,5.6,1999,2006,139,33026.001,12751.411,66.069,25.509,33092.069,12776.92,63.682732,-150.026719
2070,AK,Dillingham,4999,2016,2433,2566,4922,30.5,29.3,31.5,55103,43079,1999,215061,108200,,834,105.1,2019,18.1,37.3,,10,0,0,9.9,2015,765,970,1199,,,,,13.8,1990,2000,18.3,1999,2006,128,48092.913,18568.778,6077.224,2346.429,54170.136,20915.207,59.824816,-158.602233
2090,AK,Fairbanks_North_Star,99703,2017,47002,52701,82840,30.7,30.7,30.8,76747,49076,1999,239000,128800,,17261,101.8,2019,6,26.1,,17.3,14,69,6.4,2015,649,830,1202,588,28261,82.35,72156,19,1990,2000,17.7,1999,2006,4983,19005.874,7338.209,273.188,105.479,19279.063,7443.688,64.690832,-146.599867
2100,AK,Haines,2538,2016,1108,1430,2392,45.8,49.5,44.7,52223,40772,1999,244279,122900,,395,105.4,2019,5.8,28.2,,12.7,1,0,14.4,2015,702,876,1230,,,,,10.2,1990,2000,8,1999,2006,129,6005.147,2318.6,1053.875,406.903,7059.022,2725.503,59.099905,-135.578102
2105,AK,Skagway-Hoonah-Angoon,3126,2005,1445,1681,,37,,,57680,40879,1999,238515,120000,,609,105,2019,,34.3,,12,0,0,,,765,970,1199,,,,,11.4,1990,2000,8.6,1999,2006,68,19489.439,7524.915,8778.085,3389.238,28267.524,10914.153,58.076434,-135.1851
2110,AK,Juneau,32653,2016,15985,16668,30711,38.5,38.2,38.7,85952,62034,1999,356183,179200,,4553,87.1,2019,8.1,26.7,,16.4,12,78,,,842,1059,1431,15,296270,35.14,210596,15.1,1990,2000,13,1999,2006,2797,6997.969,2701.931,1429.575,551.962,8427.544,3253.893,58.3727,-134.178781
2122,AK,Kenai_Peninsula,57866,2016,27727,30139,49691,41.6,42.2,40.7,63790,46397,1999,229173,115300,,9464,104.9,2019,12,29.4,,25.6,4,21,8.6,2015,581,707,969,370,20976,91.84,53382,15.3,1990,2000,12.3,1999,2006,1710,41634.915,16075.331,22473.29,8676.986,64108.206,24752.317,60.366373,-152.321973
2130,AK,Ketchikan_Gateway,13769,2016,6723,7046,14070,40.3,40.6,39.5,63073,51344,1999,318617,160300,,1856,87.1,2019,11.8,33.1,,14.8,11,77,7.9,2015,774,930,1355,,,,,15.8,1990,2000,13.4,1999,2006,1181,12583.233,4858.414,4649.414,1795.149,17232.647,6653.563,55.449938,-131.106685
2150,AK,Kodiak_Island,13973,2016,6627,7346,13913,33.6,33.7,33.3,71828,54636,1999,303709,152800,,2458,87.3,2019,10,26.6,,10.8,2,69,5.2,2015,759,999,1436,,,,,19.9,1990,2000,16,1999,2006,2744,16963.332,6549.579,14173.062,5472.25,31136.394,12021.829,57.553611,-153.630911
